2019-07-25 18:00:22.278 [http-nio-8888-exec-10] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:00:22.386 [http-nio-8888-exec-10] INFO  com.tester1.controller.UserManager - 添加用户的数量是：org.apache.catalina.connector.RequestFacade@cf385d7
2019-07-25 18:00:28.449 [http-nio-8888-exec-1] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:00:28.451 [http-nio-8888-exec-1] INFO  com.tester1.controller.UserManager - getUserInfo获取到的用户数量是：1
2019-07-25 18:00:31.500 [http-nio-8888-exec-2] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:00:31.611 [http-nio-8888-exec-2] INFO  com.tester1.controller.UserManager - 更新数据的条目是：1
2019-07-25 18:00:33.691 [http-nio-8888-exec-3] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:00:33.694 [http-nio-8888-exec-3] INFO  com.tester1.controller.UserManager - getUserInfo获取到的用户数量是：1
2019-07-25 18:02:37.786 [http-nio-8888-exec-5] INFO  com.tester1.controller.UserManager - 查询到的结果是：1
2019-07-25 18:02:37.786 [http-nio-8888-exec-5] INFO  com.tester1.controller.UserManager - 登录的用户是：h11
2019-07-25 18:02:37.874 [http-nio-8888-exec-6] INFO  com.tester1.controller.UserManager - 查询到的结果是：0
2019-07-25 18:02:37.932 [http-nio-8888-exec-7] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:02:38.046 [http-nio-8888-exec-7] INFO  com.tester1.controller.UserManager - 添加用户的数量是：org.apache.catalina.connector.RequestFacade@cf385d7
2019-07-25 18:02:44.109 [http-nio-8888-exec-8] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:02:44.114 [http-nio-8888-exec-8] INFO  com.tester1.controller.UserManager - getUserInfo获取到的用户数量是：1
2019-07-25 18:02:47.148 [http-nio-8888-exec-9] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:02:47.202 [http-nio-8888-exec-9] INFO  com.tester1.controller.UserManager - 更新数据的条目是：1
2019-07-25 18:02:49.297 [http-nio-8888-exec-10] INFO  com.tester1.controller.UserManager - cookies验证通过
2019-07-25 18:02:49.299 [http-nio-8888-exec-10] INFO  com.tester1.controller.UserManager - getUserInfo获取到的用户数量是：1
